Creditability,Account_Balance,Duration_of_Credit_monthly,Payment_Status_of_Previous_Credit,Credit_Amount,Length_of_current_employment,Guarantors,Duration_in_Current_address,Age_years,Concurrent_Credits,No_of_Credits_at_this_Bank
742,0,No Account,24,Paid_Up,2996,3,No,4,20,Other_Bank,1
743,1,Have Account,30,No_Problems,7596,5,No,4,63,Other_Bank,2
744,1,Have Account,30,Paid_Up,4811,4,No,4,24,Dept_Stores,1
745,1,Have Account,6,Paid_Up,1766,3,No,2,21,Other_Bank,1
746,1,Have Account,24,Paid_Up,2760,5,No,4,36,No_credit,1
747,1,Have Account,24,No_Problems,5507,5,No,4,44,Other_Bank,2
748,1,Have Account,9,Paid_Up,1199,4,No,4,67,Other_Bank,2
749,1,Have Account,24,Paid_Up,2892,5,No,4,51,Other_Bank,1
750,1,Have Account,36,No_Problems,2862,5,No,3,30,Other_Bank,1
751,0,No Account,9,Paid_Up,654,3,No,3,28,Other_Bank,1
752,0,Have Account,9,No_Problems,1136,5,No,3,32,Other_Bank,2
753,0,Have Account,24,Paid_Up,4113,2,No,4,28,Other_Bank,1
754,0,Have Account,6,Paid_Up,14555,1,No,2,23,Other_Bank,1
755,0,No Account,15,No_loan_history,950,5,No,3,33,Other_Bank,2
756,0,No Account,24,No_Problems,1199,5,No,4,60,Other_Bank,2
757,0,No Account,12,No_loan_history,1082,3,No,4,48,No_credit,2
758,0,Have Account,30,Paid_Up,2150,3,Yes,2,24,No_credit,1
759,0,Have Account,36,No_Problems,2820,2,No,4,27,Other_Bank,2
760,0,Have Account,48,Paid_Up,3060,4,No,4,28,Other_Bank,2
761,0,No Account,18,Paid_Up,2600,3,No,4,65,Other_Bank,2
762,0,Have Account,21,No_loan_history,5003,3,No,4,29,No_credit,2
763,0,Have Account,60,Paid_Up,6288,3,No,4,42,Other_Bank,1
764,0,Have Account,24,No_Problems,2538,5,No,4,47,Other_Bank,2
765,0,Have Account,9,Paid_Up,1478,4,No,2,22,Other_Bank,1
766,0,Have Account,39,No_Problems,4933,4,Yes,2,25,Other_Bank,2
767,0,Have Account,18,No_Problems,1530,3,No,2,32,No_credit,2
768,0,Have Account,9,Some_Problems,1437,4,No,3,29,Other_Bank,1
769,0,No Account,15,Paid_Up,1275,3,No,2,24,Other_Bank,1
770,0,No Account,24,Paid_Up,1823,1,No,2,30,Dept_Stores,1
771,0,No Account,9,Paid_Up,1422,2,No,2,27,Other_Bank,1
772,0,No Account,18,Paid_Up,1217,3,No,3,47,Other_Bank,1
773,0,No Account,36,Paid_Up,9271,4,No,1,24,Other_Bank,1
774,0,No Account,36,No_Problems,2145,4,No,1,24,Other_Bank,2
775,0,No Account,36,Paid_Up,1842,2,No,4,34,Other_Bank,1
776,0,Have Account,18,No_Problems,4297,5,No,3,40,Other_Bank,1
777,0,No Account,6,No_Problems,3384,3,No,4,44,Other_Bank,1
778,0,Have Account,18,No_Problems,1245,3,No,2,33,Other_Bank,1
779,0,Have Account,15,Paid_Up,4623,3,No,2,40,Other_Bank,1
780,0,Have Account,30,No_Problems,8386,4,No,2,49,Other_Bank,1
781,0,No Account,24,No_Problems,1024,2,No,4,48,Dept_Stores,1
782,0,Have Account,36,Paid_Up,14318,5,No,2,57,Other_Bank,1
783,0,Have Account,6,Some_Problems,433,2,No,2,24,No_credit,1
784,0,No Account,12,Some_Problems,2149,3,No,1,29,Other_Bank,1
785,0,Have Account,24,Paid_Up,2397,5,No,2,35,No_credit,2
786,0,Have Account,6,Some_Problems,931,2,No,1,32,Dept_Stores,1
787,0,Have Account,15,No_Problems,1512,3,No,3,61,Dept_Stores,2
788,0,Have Account,24,No_loan_history,4241,3,No,4,36,Other_Bank,3
789,0,Have Account,24,No_Problems,4736,2,No,4,25,No_credit,1
790,0,Have Account,15,No_loan_history,1778,2,No,1,26,Other_Bank,2
791,0,Have Account,15,Paid_Up,2327,2,No,3,25,Other_Bank,1
792,0,No Account,24,Some_Problems,6872,2,No,1,55,No_credit,1
793,0,No Account,12,Paid_Up,795,2,No,4,53,Other_Bank,1
794,0,Have Account,30,No_Problems,1908,5,No,4,66,Other_Bank,1
795,0,Have Account,36,No_loan_history,1953,5,No,4,61,Other_Bank,1
796,0,Have Account,18,Paid_Up,2864,3,No,1,34,Other_Bank,1
797,0,Have Account,21,No_Problems,2319,2,No,1,33,Other_Bank,1
798,0,No Account,24,Paid_Up,915,5,No,2,29,No_credit,1
799,0,Have Account,24,Paid_Up,947,4,No,3,38,No_credit,1
800,0,No Account,24,Paid_Up,1381,3,No,2,35,Other_Bank,1
801,0,No Account,24,Paid_Up,1285,4,No,4,32,Other_Bank,1
802,0,No Account,24,Paid_Up,1371,3,No,4,25,Other_Bank,1
803,0,Have Account,18,Paid_Up,1042,3,No,2,33,Other_Bank,1
804,0,No Account,12,Paid_Up,900,3,No,2,23,Other_Bank,1
805,0,No Account,24,Paid_Up,1207,2,No,4,24,Other_Bank,1
806,0,Have Account,18,No_loan_history,2278,2,No,3,28,Other_Bank,2
807,0,No Account,60,No_Problems,6836,5,No,4,63,Other_Bank,2
808,0,No Account,24,Paid_Up,3345,5,No,2,39,Other_Bank,1
809,0,No Account,6,Some_Problems,1198,5,No,4,35,Other_Bank,1
810,0,Have Account,48,Paid_Up,15672,3,No,2,23,Other_Bank,1
811,0,No Account,60,Paid_Up,7297,5,Yes,4,36,Other_Bank,1
812,0,Have Account,18,Paid_Up,1943,2,No,4,23,Other_Bank,1
813,0,No Account,18,Paid_Up,3190,3,No,2,24,Other_Bank,1
814,0,Have Account,9,Some_Problems,5129,5,No,4,74,No_credit,1
815,0,Have Account,18,No_Problems,1808,4,No,1,22,Other_Bank,1
816,0,Have Account,10,Paid_Up,1240,5,No,4,48,Other_Bank,1
817,0,No Account,12,Paid_Up,759,4,No,2,26,Other_Bank,1
818,0,Have Account,8,Paid_Up,1237,3,No,4,24,Other_Bank,1
819,0,Have Account,9,Paid_Up,1980,2,Yes,2,19,Other_Bank,2
820,0,Have Account,48,Paid_Up,10961,4,Yes,2,27,No_credit,2
821,0,No Account,36,No_Problems,6887,3,No,3,29,Dept_Stores,1
822,0,No Account,24,Paid_Up,1938,2,No,3,32,Other_Bank,1
823,0,No Account,21,Paid_Up,1835,3,No,2,25,Other_Bank,2
824,0,No Account,24,No_Problems,1659,2,No,2,29,Other_Bank,1
825,0,Have Account,6,No_Problems,1209,1,No,4,47,Other_Bank,1
826,0,Have Account,48,No_loan_history,3844,4,No,4,34,Other_Bank,1
827,0,No Account,12,No_Problems,4843,5,Yes,4,43,Other_Bank,2
828,0,Have Account,12,Paid_Up,639,3,No,2,30,Other_Bank,1
829,0,Have Account,48,Paid_Up,5951,3,No,2,22,Other_Bank,1
830,0,Have Account,36,No_loan_history,3804,3,No,1,42,Other_Bank,1
831,0,Have Account,36,No_Problems,4463,3,No,2,26,Other_Bank,2
832,0,Have Account,36,No_Problems,7980,2,No,4,27,Other_Bank,2
833,0,Have Account,36,Paid_Up,4210,3,No,2,26,Other_Bank,1
834,0,Have Account,6,Paid_Up,4611,2,No,4,32,Other_Bank,1
835,0,Have Account,24,Paid_Up,11560,3,No,4,23,Other_Bank,2
836,0,Have Account,18,No_loan_history,4165,3,No,2,36,Dept_Stores,2
837,0,Have Account,24,Paid_Up,4057,4,No,3,43,Other_Bank,1
838,0,Have Account,18,Some_Problems,6458,5,No,4,39,No_credit,2
839,0,Have Account,12,Paid_Up,1386,3,No,2,26,Other_Bank,1
840,0,No Account,36,Paid_Up,1977,5,No,4,40,Other_Bank,1
841,0,Have Account,18,No_Problems,1928,2,No,2,31,Other_Bank,2
842,0,Have Account,12,Paid_Up,1123,3,No,4,29,Other_Bank,1
843,0,Have Account,24,Paid_Up,11328,3,Yes,3,29,No_credit,2
844,0,Have Account,24,No_Problems,11938,3,Yes,3,39,Other_Bank,2
845,0,Have Account,27,No_Problems,2520,3,No,2,23,Other_Bank,2
846,0,Have Account,30,No_Problems,1919,2,No,3,30,Dept_Stores,2
847,0,Have Account,60,Some_Problems,14782,5,No,4,60,No_credit,2
848,0,Have Account,36,Paid_Up,2671,3,Yes,4,50,Other_Bank,1
849,0,Have Account,36,Paid_Up,12612,3,No,4,47,Other_Bank,1
850,0,Have Account,45,Paid_Up,3031,3,Yes,4,21,Other_Bank,1
851,0,No Account,12,Some_Problems,626,3,No,4,24,No_credit,1
852,0,Have Account,24,No_Problems,1935,5,No,4,31,Other_Bank,2
853,0,Have Account,24,No_Problems,1344,4,No,2,37,No_credit,2
854,0,Have Account,18,Paid_Up,1533,2,Yes,1,43,Other_Bank,1
855,0,No Account,48,Paid_Up,3931,4,No,4,46,Other_Bank,1
856,0,No Account,24,Some_Problems,3349,2,No,4,30,Other_Bank,1
857,0,No Account,36,Paid_Up,2302,3,No,4,31,Other_Bank,1
858,0,No Account,42,Paid_Up,3965,2,No,3,34,Other_Bank,1
859,0,No Account,12,Paid_Up,727,2,No,3,33,Other_Bank,1
860,0,Have Account,48,Paid_Up,3914,3,No,2,38,No_credit,1
861,0,No Account,48,Paid_Up,4308,2,No,4,24,Other_Bank,1
862,0,Have Account,12,Paid_Up,1534,2,No,1,23,Other_Bank,1
863,0,Have Account,18,No_Problems,2775,4,No,2,31,No_credit,2
864,0,No Account,40,No_Problems,5998,3,No,3,27,No_credit,1
865,0,Have Account,15,No_Problems,1271,3,No,4,39,Other_Bank,2
866,0,Have Account,12,Paid_Up,1295,2,No,1,25,Other_Bank,1
867,0,Have Account,36,Paid_Up,9398,2,No,4,28,Other_Bank,1
868,0,Have Account,12,Paid_Up,951,2,No,4,27,No_credit,4
869,0,Have Account,24,Paid_Up,1355,2,No,4,25,Other_Bank,1
870,0,No Account,48,Paid_Up,3051,3,No,4,54,Other_Bank,1
871,0,Have Account,36,No_Problems,7855,3,No,2,25,Dept_Stores,2
872,0,Have Account,18,Paid_Up,433,1,Yes,4,22,Other_Bank,1
873,0,Have Account,36,No_Problems,9572,2,No,1,28,Other_Bank,2
874,0,Have Account,24,Some_Problems,1837,4,No,4,34,No_credit,1
875,0,Have Account,30,No_Problems,4249,1,No,2,28,Other_Bank,2
876,0,Have Account,30,No_Problems,5234,1,No,2,28,Other_Bank,2
877,0,No Account,48,Paid_Up,6758,3,No,2,31,Other_Bank,1
878,0,No Account,9,Paid_Up,1366,2,No,4,22,Other_Bank,1
879,0,No Account,24,Some_Problems,1358,5,No,3,40,Dept_Stores,1
880,0,No Account,18,Paid_Up,2473,1,No,1,25,Other_Bank,1
881,0,Have Account,9,No_loan_history,1337,2,No,2,34,Other_Bank,2
882,0,No Account,48,Paid_Up,7763,5,No,4,42,No_credit,1
883,0,Have Account,15,Some_Problems,1264,3,No,2,25,Other_Bank,1
884,0,Have Account,15,Paid_Up,2631,3,No,4,28,Other_Bank,2
885,0,Have Account,48,Paid_Up,6560,4,No,2,24,Other_Bank,1
886,0,No Account,24,Paid_Up,3123,2,No,1,27,Other_Bank,1
887,0,No Account,36,No_Problems,8065,3,No,2,25,Other_Bank,2
888,0,No Account,24,Paid_Up,2439,2,No,4,35,Other_Bank,1
889,0,Have Account,36,Paid_Up,9034,2,Yes,1,29,Other_Bank,1
890,0,Have Account,60,Paid_Up,14027,4,No,2,27,Other_Bank,1
891,0,No Account,36,No_Problems,9629,4,No,4,24,Other_Bank,2
892,0,Have Account,12,Paid_Up,1484,3,No,1,25,Other_Bank,1
893,0,No Account,18,Paid_Up,1131,1,No,2,33,Other_Bank,1
894,0,Have Account,24,No_Problems,2064,1,No,2,34,Other_Bank,1
895,0,Have Account,18,Paid_Up,12976,1,No,4,38,Other_Bank,1
896,0,Have Account,21,No_Problems,2580,2,No,2,41,No_credit,1
897,0,Have Account,27,Paid_Up,2570,3,No,3,21,Other_Bank,1
898,0,Have Account,27,Paid_Up,3915,3,No,2,36,Other_Bank,1
899,0,Have Account,10,Paid_Up,1309,3,Yes,4,27,Other_Bank,1
900,0,No Account,24,Paid_Up,4817,4,Yes,3,31,Other_Bank,1
901,0,No Account,12,Paid_Up,2579,2,No,1,33,Other_Bank,1
902,0,Have Account,36,No_Problems,2225,5,No,4,57,No_credit,2
903,0,No Account,18,Paid_Up,4153,3,Yes,3,42,Other_Bank,1
904,0,No Account,18,No_loan_history,3114,2,No,4,26,Other_Bank,1
905,0,No Account,18,No_Problems,2124,3,No,4,24,Other_Bank,2
906,0,No Account,18,Some_Problems,1553,3,No,3,44,No_credit,1
907,0,No Account,30,Paid_Up,2406,4,No,4,23,Other_Bank,1
908,0,No Account,24,No_Problems,1333,1,No,2,43,Other_Bank,2
909,0,No Account,48,No_loan_history,7119,3,No,4,53,Other_Bank,2
910,0,No Account,24,No_Problems,4870,3,No,4,53,Other_Bank,2
911,0,No Account,12,No_Problems,691,5,No,3,35,Other_Bank,2
912,0,No Account,42,No_Problems,4370,4,No,2,26,No_credit,2
913,0,No Account,36,Some_Problems,2746,5,No,4,31,No_credit,1
914,0,No Account,24,No_loan_history,4110,5,No,4,23,No_credit,2
915,0,No Account,18,Paid_Up,2462,3,No,2,22,Other_Bank,1
916,0,No Account,12,Paid_Up,1282,3,No,4,20,Other_Bank,1
917,0,Have Account,12,No_loan_history,2969,2,No,3,25,Other_Bank,2
918,0,No Account,48,No_loan_history,4605,5,No,4,24,Other_Bank,2
919,0,No Account,48,No_Problems,6331,5,No,4,46,Other_Bank,2
920,0,No Account,24,Some_Problems,3552,4,No,4,27,No_credit,1
921,0,No Account,12,Some_Problems,697,2,No,2,46,No_credit,2
922,0,No Account,24,Paid_Up,1442,4,No,4,23,Other_Bank,2
923,0,No Account,27,No_loan_history,5293,1,No,4,50,Other_Bank,2
924,0,No Account,21,No_Problems,3414,2,No,1,26,Dept_Stores,2
925,0,No Account,18,Paid_Up,2039,3,No,4,20,Other_Bank,1
926,0,No Account,24,Some_Problems,3161,3,No,2,31,No_credit,1
927,0,No Account,12,Paid_Up,902,4,No,4,21,Other_Bank,1
928,0,No Account,48,Paid_Up,10297,4,No,4,39,Other_Bank,3
929,0,Have Account,48,No_loan_history,14421,3,No,2,25,Dept_Stores,1
930,0,Have Account,18,No_Problems,1056,5,Yes,3,30,Other_Bank,2
931,0,No Account,12,Paid_Up,1274,2,No,1,37,No_credit,1
932,0,Have Account,12,Paid_Up,1223,5,No,1,46,Other_Bank,2
933,0,No Account,12,Paid_Up,1372,4,No,3,36,Other_Bank,1
934,0,No Account,16,No_Problems,2625,5,Yes,4,43,Other_Bank,1
935,0,No Account,20,No_Problems,2235,3,Yes,2,33,No_credit,2
936,0,Have Account,9,Paid_Up,959,3,No,2,29,No_credit,1
937,0,Have Account,18,No_Problems,884,5,No,4,36,Other_Bank,1
938,0,Have Account,24,Paid_Up,1246,2,No,2,23,No_credit,1
939,0,Have Account,36,No_Problems,8086,5,No,4,42,Dept_Stores,4
940,0,Have Account,48,No_Problems,10127,3,No,2,44,Other_Bank,1
941,0,Have Account,12,Paid_Up,888,5,No,4,41,No_credit,1
942,0,Have Account,12,Paid_Up,719,5,No,4,41,No_credit,1
943,0,Have Account,36,Paid_Up,12389,3,No,4,37,No_credit,1
944,0,No Account,12,Paid_Up,709,5,No,4,57,Other_Bank,1
945,0,Have Account,15,Some_Problems,6850,1,No,2,34,Dept_Stores,1
946,0,Have Account,10,Paid_Up,2210,3,No,2,25,Other_Bank,1
947,0,Have Account,30,Some_Problems,7485,1,No,1,53,No_credit,1
948,0,No Account,18,Some_Problems,1442,4,No,4,32,No_credit,2
949,0,Have Account,12,No_Problems,797,5,No,3,33,Other_Bank,1
950,0,Have Account,45,No_Problems,4746,2,No,2,24,No_credit,2
951,0,Have Account,12,No_Problems,939,4,No,2,28,Other_Bank,3
952,0,Have Account,21,Paid_Up,1188,5,No,4,39,Other_Bank,1
953,0,Have Account,48,No_Problems,11590,3,No,4,24,Other_Bank,2
954,0,Have Account,12,Some_Problems,609,2,No,1,26,No_credit,1
955,0,No Account,18,No_Problems,1190,1,No,4,55,Other_Bank,3
956,0,Have Account,21,Paid_Up,2767,5,No,2,61,Other_Bank,2
957,0,Have Account,30,Paid_Up,3441,3,Yes,4,21,No_credit,1
958,0,Have Account,30,No_loan_history,4280,3,No,4,26,Other_Bank,2
959,0,Have Account,24,Paid_Up,3092,2,No,2,22,Other_Bank,1
960,0,Have Account,18,Paid_Up,6761,3,No,4,68,Dept_Stores,2
961,0,Have Account,12,Paid_Up,1331,2,No,1,22,Other_Bank,1
962,0,Have Account,54,No_loan_history,15945,2,No,4,58,Other_Bank,1
963,0,No Account,24,Paid_Up,3234,2,No,4,23,Other_Bank,1
964,0,Have Account,15,Paid_Up,802,5,No,3,37,Other_Bank,1
965,0,Have Account,48,Paid_Up,9960,2,No,2,26,No_credit,1
966,0,Have Account,24,No_Problems,8648,2,No,2,27,No_credit,2
967,0,No Account,18,Paid_Up,1345,3,No,3,26,Other_Bank,1
968,0,No Account,45,Paid_Up,1845,3,No,4,23,Other_Bank,1
969,0,No Account,21,Some_Problems,1647,3,No,2,40,No_credit,2
970,0,Have Account,48,Paid_Up,4844,1,No,2,33,Other_Bank,1
971,0,Have Account,27,No_loan_history,8318,5,No,4,42,Dept_Stores,2
972,0,Have Account,18,Paid_Up,2100,3,Yes,2,37,Other_Bank,1
973,0,No Account,45,No_loan_history,11816,5,No,4,29,Other_Bank,2
974,0,No Account,6,Paid_Up,448,2,No,4,23,Other_Bank,1
975,0,No Account,30,Paid_Up,11998,2,No,1,34,No_credit,1
976,0,Have Account,48,No_loan_history,18424,3,No,2,32,No_credit,1
977,0,No Account,6,Paid_Up,14896,5,No,4,68,No_credit,1
978,0,Have Account,12,Paid_Up,2762,5,No,2,25,Other_Bank,1
979,0,No Account,12,Paid_Up,3386,5,No,4,35,Other_Bank,1
980,0,Have Account,24,Paid_Up,2039,2,No,1,22,Other_Bank,1
981,0,Have Account,18,No_Problems,2169,3,No,2,28,Other_Bank,1
982,0,Have Account,48,No_Problems,5096,3,No,3,30,Other_Bank,1
983,0,No Account,18,Paid_Up,1882,3,No,4,25,No_credit,2
984,0,No Account,48,Paid_Up,6999,4,Yes,1,34,Other_Bank,2
985,0,Have Account,12,No_Problems,2292,1,No,2,42,Dept_Stores,2
986,0,No Account,14,Paid_Up,8978,5,No,4,45,Other_Bank,1
987,0,No Account,12,Paid_Up,674,4,No,1,20,Other_Bank,1
988,0,No Account,18,Paid_Up,976,2,No,2,23,Other_Bank,1
989,0,Have Account,24,Paid_Up,2718,3,No,4,20,Other_Bank,1
990,0,No Account,18,Paid_Up,750,1,No,1,27,Other_Bank,1
991,0,Have Account,24,Paid_Up,12579,5,No,2,44,Other_Bank,1
992,0,No Account,18,Paid_Up,7511,5,No,4,51,Other_Bank,1
993,0,No Account,18,No_Problems,3966,5,No,4,33,No_credit,3
994,0,No Account,12,No_loan_history,6199,3,No,2,28,Other_Bank,2
995,0,No Account,24,Paid_Up,1987,3,No,4,21,Other_Bank,1
996,0,No Account,24,Paid_Up,2303,5,Yes,1,45,Other_Bank,1
997,0,Have Account,21,No_Problems,12680,5,No,4,30,Other_Bank,1
998,0,Have Account,12,Paid_Up,6468,1,No,1,52,Other_Bank,1
999,0,No Account,30,Paid_Up,6350,5,No,4,31,Other_Bank,1
